"o","d","all","bicycle","foot","car_driver","train"
"E02003119","E02003095",24,0,1,20,0
"E02003119","E02003097",26,0,4,18,0
"E02003119","E02003098",53,0,1,49,1
"E02003119","E02003100",70,0,2,61,0
"E02003119","E02003106",198,13,5,156,1
"E02003119","E02003107",53,2,0,43,1
"E02003119","E02003108",134,7,1,116,0
"E02003119","E02003110",61,2,1,54,0
"E02003119","E02003113",76,5,5,56,0
"E02003119","E02003114",58,5,1,46,0
"E02003119","E02003115",80,0,4,64,0
"E02003119","E02003116",31,2,2,23,0
"E02003119","E02003117",122,4,6,95,0
"E02003119","E02003118",209,9,48,134,1
"E02003119","E02003119",255,8,107,119,0
"E02003119","E02003120",69,3,12,42,0
"E02003119","E02003121",316,4,90,183,0
"E02003119","E02006887",219,9,4,120,5
"E02003119","E02006888",26,1,0,16,0
"E02003119","E02006889",80,1,2,62,1
"E02003120","E02002985",28,2,0,21,0
"E02003120","E02002987",28,2,1,25,0
"E02003120","E02003019",29,0,0,26,0
"E02003120","E02003024",48,2,0,39,0
"E02003120","E02003025",27,4,0,22,0
"E02003120","E02003030",23,0,0,19,0
"E02003120","E02003032",54,3,3,45,0
"E02003120","E02003034",33,1,0,26,0
"E02003120","E02003036",77,2,2,30,0
"E02003120","E02003039",23,3,1,18,0
"E02003120","E02003040",40,1,0,37,0
"E02003120","E02003043",274,26,2,138,1
"E02003120","E02003044",37,4,3,28,0
"E02003120","E02003046",41,2,0,35,0
"E02003120","E02003049",62,8,0,47,0
"E02003120","E02003050",28,2,1,22,0
"E02003120","E02003054",29,2,0,25,0
"E02003120","E02003064",20,1,0,16,0
"E02003120","E02003070",20,1,0,16,0
"E02003120","E02003092",32,0,0,28,0
"E02003120","E02003094",34,0,2,29,0
"E02003120","E02003098",38,2,0,34,0
"E02003120","E02003100",46,1,0,39,0
"E02003120","E02003106",142,3,0,126,0
"E02003120","E02003107",32,1,0,28,0
"E02003120","E02003108",93,5,4,77,0
"E02003120","E02003110",46,0,1,42,0
"E02003120","E02003113",20,0,2,16,0
"E02003120","E02003114",38,1,4,30,0
"E02003120","E02003115",67,1,8,41,0
"E02003120","E02003117",127,4,11,94,0
"E02003120","E02003118",62,3,4,54,0
"E02003120","E02003119",29,0,4,20,0
"E02003120","E02003120",245,7,95,125,0
"E02003120","E02003121",154,7,28,102,0
"E02003120","E02006887",237,10,1,147,2
"E02003120","E02006888",34,1,0,26,0
"E02003120","E02006889",83,3,3,69,0
"E02003121","E02002985",83,3,3,62,0
"E02003121","E02002987",61,2,2,47,0
"E02003121","E02003014",23,0,0,21,0
"E02003121","E02003015",27,3,0,19,0
"E02003121","E02003019",33,1,0,29,0
"E02003121","E02003024",43,1,1,41,0
"E02003121","E02003025",28,4,0,20,0
"E02003121","E02003027",24,1,0,20,0
"E02003121","E02003032",56,0,0,49,0
"E02003121","E02003034",39,2,0,23,0
"E02003121","E02003036",72,3,1,27,0
"E02003121","E02003037",20,0,0,14,0
"E02003121","E02003040",24,1,0,19,0
"E02003121","E02003043",369,15,2,185,6
"E02003121","E02003046",44,4,0,36,0
"E02003121","E02003049",57,7,0,46,0
"E02003121","E02003050",21,0,0,17,1
"E02003121","E02003052",20,1,0,14,0
"E02003121","E02003054",43,2,0,38,0
"E02003121","E02003064",20,0,0,16,0
"E02003121","E02003090",28,0,1,23,0
"E02003121","E02003092",43,2,2,33,0
"E02003121","E02003094",52,1,2,42,0
"E02003121","E02003095",20,0,0,18,0
"E02003121","E02003098",35,0,0,33,0
"E02003121","E02003100",70,0,2,64,0
"E02003121","E02003106",223,14,3,183,3
"E02003121","E02003107",36,0,0,34,0
"E02003121","E02003108",106,2,2,90,0
"E02003121","E02003110",48,3,0,42,0
"E02003121","E02003111",26,1,0,23,1
"E02003121","E02003113",88,2,3,70,1
"E02003121","E02003114",59,3,1,45,0
"E02003121","E02003115",52,1,1,43,0
"E02003121","E02003117",93,0,2,83,0
"E02003121","E02003118",121,3,7,98,0
"E02003121","E02003119",125,4,24,85,0
"E02003121","E02003120",87,3,11,65,0
"E02003121","E02003121",412,12,142,215,1
"E02003121","E02006887",278,10,2,163,12
"E02003121","E02006888",27,0,0,23,0
"E02003121","E02006889",81,1,2,65,0
"E02004661","E02003043",37,0,0,24,9
"E02004661","E02003090",41,0,0,34,0
"E02004661","E02003091",31,0,0,26,1
"E02004661","E02003092",43,0,0,39,1
"E02004661","E02003093",83,0,0,77,0
"E02004661","E02003094",30,0,0,24,0
"E02004661","E02003100",31,0,0,30,0
"E02004661","E02003106",62,1,0,45,12
"E02004661","E02004661",478,17,190,235,0
"E02004661","E02004662",225,0,4,190,0
"E02004661","E02004664",374,9,57,258,0
"E02004661","E02004665",160,1,0,138,0
"E02004662","E02003043",45,0,0,33,3
"E02004662","E02003090",67,2,0,57,0
"E02004662","E02003091",85,0,1,81,0
"E02004662","E02003092",49,1,1,44,0
"E02004662","E02003093",113,3,0,106,0
"E02004662","E02003094",25,0,0,23,0
"E02004662","E02003098",21,0,0,20,0
"E02004662","E02003100",36,1,0,34,0
"E02004662","E02003106",63,0,0,56,1
"E02004662","E02003108",23,0,0,22,0
"E02004662","E02004661",62,0,1,56,0
"E02004662","E02004662",572,27,122,364,0
"E02004662","E02004664",72,0,2,66,0
"E02004662","E02004665",86,0,0,85,0
"E02004662","E02006887",33,0,0,27,4
"E02004664","E02003043",45,0,0,30,8
"E02004664","E02003090",35,1,0,33,0
"E02004664","E02003091",20,0,0,17,0
"E02004664","E02003092",43,0,0,40,0
"E02004664","E02003093",51,0,0,45,0
"E02004664","E02003094",21,0,0,18,0
"E02004664","E02003100",27,0,0,26,0
"E02004664","E02003106",48,0,0,39,6
"E02004664","E02003108",30,0,0,25,1
"E02004664","E02004661",216,15,24,151,0
"E02004664","E02004662",162,3,6,132,0
"E02004664","E02004664",487,13,266,176,1
"E02004664","E02004665",120,3,2,108,0
"E02004665","E02003043",93,0,1,82,4
"E02004665","E02003090",75,0,0,73,0
"E02004665","E02003091",61,0,0,57,0
"E02004665","E02003092",186,5,1,165,0
"E02004665","E02003093",42,1,0,40,0
"E02004665","E02003094",36,0,2,31,0
"E02004665","E02003095",33,0,0,29,0
"E02004665","E02003097",24,2,2,20,0
"E02004665","E02003098",21,1,0,19,0
"E02004665","E02003100",49,1,0,46,0
"E02004665","E02003106",121,1,0,116,0
"E02004665","E02003107",25,0,0,24,0
"E02004665","E02003108",74,0,1,67,0
"E02004665","E02003113",23,1,0,20,0
"E02004665","E02004661",47,0,1,44,0
"E02004665","E02004662",87,0,1,77,0
"E02004665","E02004664",94,0,2,84,0
"E02004665","E02004665",815,16,306,427,1
"E02004665","E02006887",50,0,0,43,5
"E02006887","E02003019",24,1,1,14,2
"E02006887","E02003024",21,3,2,10,0
"E02006887","E02003025",21,8,2,6,3
"E02006887","E02003033",24,0,12,6,1
"E02006887","E02003034",74,5,47,18,0
"E02006887","E02003036",156,5,131,6,1
"E02006887","E02003037",50,6,17,13,0
"E02006887","E02003041",25,4,6,8,0
"E02006887","E02003043",772,35,634,49,3
"E02006887","E02003046",25,3,6,13,0
"E02006887","E02003050",58,5,37,10,2
"E02006887","E02003094",20,3,1,8,0
"E02006887","E02003098",21,1,1,13,4
"E02006887","E02003100",50,5,3,23,1
"E02006887","E02003106",147,13,6,59,42
"E02006887","E02003107",32,0,0,21,2
"E02006887","E02006887",543,11,464,43,8
"E02006887","E02006889",47,5,28,11,0
"E02006888","E02003014",24,0,0,18,3
"E02006888","E02003015",21,5,2,2,0
"E02006888","E02003024",51,16,6,16,0
"E02006888","E02003025",58,12,21,18,0
"E02006888","E02003027",23,2,7,10,1
"E02006888","E02003031",28,5,8,8,2
"E02006888","E02003033",31,2,3,11,6
"E02006888","E02003034",88,24,25,22,2
"E02006888","E02003036",93,14,34,16,0
"E02006888","E02003037",38,2,3,18,10
"E02006888","E02003040",35,1,15,14,0
"E02006888","E02003043",305,80,78,60,12
"E02006888","E02003046",25,1,2,10,0
"E02006888","E02003050",23,4,1,16,0
"E02006888","E02003094",32,2,0,19,1
"E02006888","E02003100",23,1,1,17,0
"E02006888","E02003106",67,11,3,27,6
"E02006888","E02003107",33,6,1,15,1
"E02006888","E02003108",26,2,1,15,0
"E02006888","E02006887",167,34,67,29,11
"E02006888","E02006888",116,9,72,21,3
"E02006888","E02006889",65,7,33,23,1
"E02006888","E02006890",57,5,33,11,0
"E02006889","E02003015",20,3,4,8,0
"E02006889","E02003019",21,0,1,13,0
"E02006889","E02003024",36,4,0,19,1
"E02006889","E02003025",43,2,18,16,0
"E02006889","E02003034",73,3,30,31,0
"E02006889","E02003036",97,9,49,7,0
"E02006889","E02003037",26,5,5,7,4
"E02006889","E02003040",52,3,32,11,0
"E02006889","E02003041",23,4,5,8,0
"E02006889","E02003043",322,35,131,52,2
"E02006889","E02003046",24,2,6,5,0
"E02006889","E02003050",31,2,8,10,0
"E02006889","E02003094",37,3,3,15,0
"E02006889","E02003100",21,1,1,14,0
"E02006889","E02003106",62,2,6,37,3
"E02006889","E02003107",43,1,0,34,0
"E02006889","E02003108",23,0,0,13,1
"E02006889","E02006887",214,15,128,45,4
"E02006889","E02006888",62,1,33,18,0
"E02006889","E02006889",138,9,79,28,0
"E02006890","E02003014",31,0,1,23,4
"E02006890","E02003015",37,7,3,22,0
"E02006890","E02003019",23,0,5,16,0
"E02006890","E02003023",23,1,4,11,0
"E02006890","E02003024",85,15,14,39,2
"E02006890","E02003025",124,9,71,35,0
"E02006890","E02003027",26,10,4,10,0
"E02006890","E02003030",22,2,7,12,0
"E02006890","E02003032",41,11,10,18,0
"E02006890","E02003033",36,4,3,14,10
"E02006890","E02003034",140,48,29,45,0
"E02006890","E02003036",98,29,20,15,2
"E02006890","E02003037",33,8,1,10,6
"E02006890","E02003040",44,5,16,16,0
"E02006890","E02003043",516,141,88,116,33
"E02006890","E02003046",31,8,6,11,0
"E02006890","E02003047",24,5,0,15,0
"E02006890","E02003050",46,8,4,21,0
"E02006890","E02003054",22,6,1,12,0
"E02006890","E02003092",24,2,0,13,0
"E02006890","E02003094",42,5,1,26,0
"E02006890","E02003098",26,2,0,20,2
"E02006890","E02003100",41,3,1,30,0
"E02006890","E02003106",132,22,8,62,11
"E02006890","E02003107",40,5,0,26,5
"E02006890","E02003108",39,2,1,24,0
"E02006890","E02003117",31,6,4,13,2
"E02006890","E02006887",221,60,33,67,13
"E02006890","E02006888",93,8,50,29,0
"E02006890","E02006889",67,14,17,29,1
"E02006890","E02006890",123,8,84,24,2
